seed,hypervolume,spread,spacing,pf_size,time,f1_max,f2_max,f1_min,f2_min,dataset,task,model,algorithm
8445,16.900000000000002,0.8821158780171434,1.289259259259259,3,3.745368003845215,0.9,5.0,0.8,1.0,lymphography,classification,SVC,my
5357,16.433333333333334,0.941055519430715,0.0,2,3.4582860469818115,0.8666666666666667,2.0,0.8,1.0,lymphography,classification,SVC,my
1746,17.433333333333334,0.8821247916495886,0.33333333333333315,3,3.803734064102173,0.9333333333333333,4.0,0.8,1.0,lymphography,classification,SVC,my
3378,16.433333333333334,0.941055519430715,0.0,2,3.665055990219116,0.8666666666666667,2.0,0.8,1.0,lymphography,classification,SVC,my
5206,16.433333333333334,0.941055519430715,0.0,2,3.558669090270996,0.8666666666666667,2.0,0.8,1.0,lymphography,classification,SVC,my
9235,16.8,1.0193878142720483,0.37925925925925924,4,3.6846649646759033,0.9,8.0,0.8,1.0,lymphography,classification,SVC,my
8185,17.433333333333334,0.8821247916495886,0.33333333333333315,3,3.876333236694336,0.9333333333333333,4.0,0.8,1.0,lymphography,classification,SVC,my
8577,16.733333333333334,0.7646113485318234,2.933703703703704,3,3.9255878925323486,0.9,8.0,0.8,1.0,lymphography,classification,SVC,my
9616,16.433333333333334,0.941055519430715,0.0,2,3.525999069213867,0.8666666666666667,2.0,0.8,1.0,lymphography,classification,SVC,my
6067,17.433333333333334,0.8821247916495886,0.33333333333333315,3,3.6927196979522705,0.9333333333333333,4.0,0.8,1.0,lymphography,classification,SVC,my
1770,16.8,1.0880229924958313,0.3413333333333333,5,4.2417521476745605,0.9,8.0,0.8,1.0,lymphography,classification,SVC,my
9305,16.833333333333336,0.9997846007675837,0.37925925925925924,4,3.9517440795898438,0.9,7.0,0.8,1.0,lymphography,classification,SVC,my
5510,17.433333333333334,0.8821247916495886,0.33333333333333315,3,3.681425094604492,0.9333333333333333,4.0,0.8,1.0,lymphography,classification,SVC,my
8527,16.933333333333337,,,4,5.669611930847168,0.9,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
2114,17.433333333333334,,,5,5.656426906585693,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
4033,17.433333333333334,,,5,5.64696192741394,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
7445,17.433333333333334,,,5,5.695752859115601,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
1174,17.433333333333334,,,5,5.784121036529541,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
3857,17.433333333333334,,,5,5.6577582359313965,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
7422,17.433333333333334,,,5,5.336305856704712,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
8445,17.433333333333334,,,5,5.6506969928741455,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
5357,17.433333333333334,,,5,5.708612680435181,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
1746,17.433333333333334,,,5,5.47195291519165,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
3378,17.433333333333334,,,5,5.671108245849609,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
5206,17.433333333333334,,,4,5.652223110198975,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
9235,17.433333333333334,,,5,5.711383104324341,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
8185,17.433333333333334,,,5,5.719693899154663,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
8577,17.433333333333334,,,5,5.677590847015381,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
9616,17.433333333333334,,,5,5.788609027862549,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
6067,17.433333333333334,,,5,5.774580955505371,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
1770,17.433333333333334,,,5,5.754533052444458,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
9305,17.433333333333334,,,5,5.8837831020355225,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
5510,17.433333333333334,,,5,5.717462062835693,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,nsga2
8527,17.433333333333334,,,5,5.689263105392456,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
2114,17.433333333333334,,,5,5.768216133117676,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
4033,17.433333333333334,,,4,5.774312257766724,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
7445,17.433333333333334,,,4,5.7651450634002686,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
1174,17.433333333333334,,,4,5.732260227203369,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
3857,17.433333333333334,,,5,5.7342209815979,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
7422,17.433333333333334,,,5,5.859304904937744,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
8445,17.433333333333334,,,5,5.7152910232543945,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
5357,17.433333333333334,,,5,5.6415181159973145,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
1746,17.433333333333334,,,5,5.6263267993927,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
3378,17.433333333333334,,,5,5.669110059738159,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
5206,17.433333333333334,,,5,5.752924919128418,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
9235,17.433333333333334,,,5,5.662347078323364,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
8185,17.433333333333334,,,5,5.892507076263428,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
8577,17.433333333333334,,,5,5.816232919692993,0.9333333333333333,4.0,-inf,0.0,lymphography,classification,SVC,spea2
